	PLAYER	2021/22
1.	Stephen Curry	96
1.	Kevin Durant	96
1.	LeBron James	96
1.	Giannis Antetokounmpo	96
5.	Nikola Jokic	95
5.	Joel Embiid	95
5.	Kawhi Leonard	95
8.	Luka Doncic	94
8.	Damian Lillard	94
8.	James Harden	94
11.	Anthony Davis	93
12.	Jimmy Butler	91
12.	Kyrie Irving	91
14.	Jayson Tatum	90
14.	Devin Booker	90
14.	Chris Paul	90
17.	Zion Williamson	89
17.	Trae Young	89
17.	Bradley Beal	89
20.	Khris Middleton	88
20.	Rudy Gobert	88
20.	Donovan Mitchell	88
20.	Paul George	88
24.	Julius Randle	87
24.	Zach LaVine	87
24.	Klay Thompson	87
24.	Karl-Anthony Towns	87
28.	Clint Capela	86
28.	Shai Gilgeous-Alexander	86
28.	Jaylen Brown	86
28.	Deandre Ayton	86
28.	Domantas Sabonis	86
28.	Bam Adebayo	86
28.	Russell Westbrook	86
35.	Jrue Holiday	85
35.	Tobias Harris	85
35.	CJ McCollum	85
35.	Jamal Murray	85
35.	Ja Morant	85
35.	De'Aaron Fox	85
35.	Nikola Vucevic	85
35.	DeMar DeRozan	85
43.	LaMelo Ball	84
43.	Michael Porter	84
43.	John Collins	84
43.	Brandon Ingram	84
43.	Kristaps Porzingis	84
43.	Ben Simmons	84
49.	RJ Barrett	83
49.	Mike Conley	83
49.	Christian Wood	83
49.	Jonas Valanciunas	83
49.	Derrick Rose	83
49.	John Wall	83
49.	Jaren Jackson Jr	83
49.	Gordon Hayward	83
49.	D'Angelo Russell	83
49.	Kemba Walker	83
49.	Kyle Lowry	83
49.	Pascal Siakam	83
61.	Darius Garland	82
61.	Mikal Bridges	82
61.	Lonzo Ball	82
61.	Jerami Grant	82
61.	Terry Rozier	82
61.	Dejounte Murray	82
61.	Collin Sexton	82
61.	Jarrett Allen	82
61.	Spencer Dinwiddie	82
61.	Malcolm Brogdon	82
61.	Caris LeVert	82
61.	TJ Warren	82
61.	Fred VanVleet	82
74.	Anthony Edwards	81
74.	Tyrese Haliburton	81
74.	Jusuf Nurkic	81
77.	Cade Cunningham	80
77.	De'Andre Hunter	80
77.	Reggie Jackson	80
77.	Keldon Johnson	80
77.	Norman Powell	80
77.	Malik Beasley	80
77.	Joe Ingles	80
77.	Wendell Carter	80
77.	Draymond Green	80
77.	Bogdan Bogdanovic	80
77.	Mitchell Robinson	80
77.	Victor Oladipo	80
77.	Jonathan Isaac	80
77.	Andrew Wiggins	80
91.	Jalen Green	79
91.	Robert Williams	79
91.	Kyle Anderson	79
91.	Thaddeus Young	79
91.	Enes Kanter	79
91.	Mason Plumlee	79
91.	Joe Harris	79
91.	Donte DiVincenzo	79
91.	Chris Boucher	79
91.	Bobby Portis	79
91.	Tyler Herro	79
91.	Tim Hardaway Jr	79
91.	Richaun Holmes	79
91.	Jordan Clarkson	79
91.	Thomas Bryant	79
91.	OG Anunoby	79
91.	Myles Turner	79
91.	Serge Ibaka	79
91.	Marcus Smart	79
91.	Lauri Markkanen	79
91.	Evan Fournier	79
91.	Dennis Schroeder	79
91.	Al Horford	79
91.	Buddy Hield	79
91.	Steven Adams	79
91.	Brook Lopez	79
91.	Danilo Gallinari	79
91.	LaMarcus Aldridge	79
91.	Andre Drummond	79
120.	Paul Millsap	78
120.	Immanuel Quickley	78
120.	Saddiq Bey	78
120.	Isaiah Stewart	78
120.	Evan Mobley	78
120.	Luguentz Dort	78
120.	TJ McConnell	78
120.	Daniel Gafford	78
120.	Kendrick Nunn	78
120.	Nerlens Noel	78
120.	Kelly Olynyk	78
120.	PJ Washington	78
120.	Monte Morris	78
120.	Miles Bridges	78
120.	Jeremy Lamb	78
120.	Jalen Brunson	78
120.	Dillon Brooks	78
120.	Coby White	78
120.	Terrence Ross	78
120.	Marcus Morris	78
120.	Ivica Zubac	78
120.	Harrison Barnes	78
120.	Eric Gordon	78
120.	Dwight Howard	78
120.	Duncan Robinson	78
120.	Cody Zeller	78
120.	Carmelo Anthony	78
120.	Rui Hachimura	78
120.	Rudy Gay	78
120.	Robert Covington	78
120.	Ricky Rubio	78
120.	Goran Dragic	78
120.	Devonte Graham	78
120.	Derrick White	78
120.	Aaron Gordon	78
120.	Marvin Bagley	78
120.	Kevin Love	78
120.	Hassan Whiteside	78
120.	Blake Griffin	78
159.	Facundo Campazzo	77
159.	Cole Anthony	77
159.	James Wiseman	77
159.	Jae'Sean Tate	77
159.	Jalen Suggs	77
159.	Moses Brown	77
159.	Hamidou Diallo	77
159.	Terance Mann	77
159.	Nicolas Batum	77
159.	Bruce Brown	77
159.	Kevin Porter	77
159.	Kevin Huerter	77
159.	Josh Hart	77
159.	Danny Green	77
