	PLAYER	2012/13
1.	LeBron James	98
2.	Dwight Howard	96
3.	Kevin Durant	94
3.	Chris Paul	94
5.	Kobe Bryant	93
5.	Dwyane Wade	93
5.	Russell Westbrook	93
8.	Carmelo Anthony	92
8.	Derrick Rose	92
10.	Rajon Rondo	90
10.	Deron Williams	90
12.	Kevin Love	89
13.	Tim Duncan	87
13.	Josh Smith	87
13.	Pau Gasol	87
13.	Rudy Gay	87
13.	Andre Iguodala	87
13.	Manu Ginobili	87
13.	Steve Nash	87
20.	Andrew Bynum	86
20.	LaMarcus Aldridge	86
20.	Blake Griffin	86
20.	Monta Ellis	86
20.	Tony Parker	86
25.	Dirk Nowitzki	85
25.	Eric Gordon	85
25.	Joe Johnson	85
28.	Al Jefferson	84
28.	Amare Stoudemire	84
28.	Zach Randolph	84
28.	Kevin Garnett	84
28.	Danny Granger	84
33.	Joakim Noah	83
33.	Marc Gasol	83
33.	Paul Millsap	83
33.	Luol Deng	83
33.	John Wall	83
33.	Kyle Lowry	83
33.	Kyrie Irving	83
40.	DeMarcus Cousins	82
40.	Al Horford	82
40.	David Lee	82
40.	Chris Bosh	82
40.	Paul Pierce	82
40.	Jrue Holiday	82
40.	Chauncey Billups	82
40.	Ty Lawson	82
40.	Stephen Curry	82
49.	Caron Butler	81
49.	Gerald Wallace	81
49.	Tyreke Evans	81
49.	Kevin Martin	81
49.	James Harden	81
54.	Mike Conley	80
54.	Marcin Gortat	80
54.	Greg Monroe	80
54.	Brook Lopez	80
54.	Serge Ibaka	80
54.	Wilson Chandler	80
54.	Brandon Roy	80
54.	Iman Shumpert	80
54.	Rodney Stuckey	80
54.	Brandon Jennings	80
54.	Jason Kidd	80
65.	Nenê	79
65.	Anthony Davis	79
65.	Andrew Bogut	79
65.	Roy Hibbert	79
65.	Luis Scola	79
65.	Michael Beasley	79
65.	Nicolas Batum	79
65.	Shawn Marion	79
65.	Vince Carter	79
65.	Avery Bradley	79
65.	Arron Afflalo	79
65.	Louis Williams	79
65.	Ray Allen	79
65.	Jarrett Jack	79
79.	Emeka Okafor	78
79.	Carlos Boozer	78
79.	Jeff Green	78
79.	Stephen Jackson	78
79.	Jamal Crawford	78
79.	Paul George	78
79.	Kemba Walker	78
79.	Maurice Williams	78
79.	Ricky Rubio	78
88.	Tyson Chandler	77
88.	Antawn Jamison	77
88.	Taj Gibson	77
88.	Elton Brand	77
88.	Grant Hill	77
88.	Michael Kidd-Gilchrist	77
88.	Shannon Brown	77
88.	OJ Mayo	77
88.	Wesley Matthews	77
88.	Jason Terry	77
88.	Gilbert Arenas	77
88.	Aaron Brooks	77
88.	Nate Robinson	77
88.	Darren Collison	77
88.	Goran Dragic	77
88.	Jeremy Lin	77
104.	Chris Kaman	76
104.	Nikola Pekovic	76
104.	Kenyon Martin	76
104.	Kenneth Faried	76
104.	Terrence Williams	76
104.	Kawhi Leonard	76
104.	Trevor Ariza	76
104.	Delonte West	76
104.	Ramon Sessions	76
104.	Devin Harris	76
114.	Jose Calderon	75
114.	Carl Landry	75
114.	Thomas Robinson	75
114.	Thaddeus Young	75
114.	David West	75
114.	Andrea Bargnani	75
114.	Ersan Ilyasova	75
114.	Harrison Barnes	75
114.	Gerald Green	75
114.	Shane Battier	75
114.	Jared Dudley	75
114.	Tayshaun Prince	75
114.	Evan Turner	75
114.	Bradley Beal	75
114.	Jordan Crawford	75
114.	Leandro Barbosa	75
114.	Ben Gordon	75
114.	JR Smith	75
114.	DeMar DeRozan	75
114.	Marcus Thornton	75
114.	Andre Miller	75
114.	Jameer Nelson	75
114.	Mario Chalmers	75
114.	Jeff Teague	75
114.	Isaiah Thomas	75
139.	Samuel Dalembert	74
139.	JaVale McGee	74
139.	JJ Hickson	74
139.	Derrick Favors	74
139.	Kris Humphries	74
