	PLAYER	2010/11
1.	LeBron James	97
1.	Kobe Bryant	97
1.	Dwyane Wade	97
4.	Chris Paul	95
5.	Carmelo Anthony	93
6.	Deron Williams	92
7.	Kevin Durant	91
8.	Tim Duncan	90
9.	Pau Gasol	89
10.	Dwight Howard	88
10.	Joe Johnson	88
10.	Brandon Roy	88
13.	Chris Bosh	87
13.	Manu Ginobili	87
13.	Rajon Rondo	87
16.	Amare Stoudemire	86
17.	Carlos Boozer	85
17.	Andre Iguodala	85
17.	Steve Nash	85
17.	Derrick Rose	85
21.	Gerald Wallace	84
21.	Stephen Jackson	84
21.	Monta Ellis	84
24.	Yao Ming	83
24.	Dirk Nowitzki	83
24.	David Lee	83
24.	Josh Smith	83
24.	Danny Granger	83
24.	Paul Pierce	83
24.	Gilbert Arenas	83
24.	Chauncey Billups	83
24.	Jason Kidd	83
33.	Andrew Bogut	82
33.	Tyreke Evans	82
35.	Brook Lopez	81
35.	Caron Butler	81
35.	Rudy Gay	81
35.	Vince Carter	81
35.	Russell Westbrook	81
35.	John Wall	81
41.	Al Jefferson	80
41.	Kevin Garnett	80
41.	Zach Randolph	80
41.	OJ Mayo	80
41.	Kevin Martin	80
41.	Darren Collison	80
41.	Aaron Brooks	80
41.	Stephen Curry	80
49.	Lamar Odom	79
49.	Trevor Ariza	79
49.	Ray Allen	79
49.	Baron Davis	79
53.	Marcus Camby	78
53.	Chris Kaman	78
53.	Al Horford	78
53.	Luis Scola	78
53.	Antawn Jamison	78
53.	Corey Maggette	78
53.	Shawn Marion	78
53.	Jason Terry	78
53.	Tony Parker	78
53.	Devin Harris	78
63.	Shaquille O'Neal	77
63.	Emeka Okafor	77
63.	Marc Gasol	77
63.	Andrew Bynum	77
63.	Jeff Green	77
63.	LaMarcus Aldridge	77
63.	Kenyon Martin	77
63.	Luol Deng	77
63.	Josh Childress	77
63.	Grant Hill	77
63.	Richard Hamilton	77
74.	Blake Griffin	76
74.	Rashard Lewis	76
74.	Shane Battier	76
74.	Tayshaun Prince	76
74.	Terrence Williams	76
74.	George Hill	76
74.	Jamal Crawford	76
74.	Ben Gordon	76
74.	Evan Turner	76
74.	Nate Robinson	76
74.	Maurice Williams	76
74.	Andre Miller	76
86.	Mehmet Okur	75
86.	Nenê	75
86.	Greg Oden	75
86.	David West	75
86.	Carl Landry	75
86.	Leandro Barbosa	75
86.	Brandon Jennings	75
86.	Jameer Nelson	75
86.	Ty Lawson	75
86.	Kyle Lowry	75
96.	Jermaine O'Neal	74
96.	Andrea Bargnani	74
96.	Ben Wallace	74
96.	Kevin Love	74
96.	Michael Beasley	74
96.	Paul Millsap	74
96.	Al Harrington	74
96.	Andrei Kirilenko	74
96.	Wilson Chandler	74
96.	Richard Jefferson	74
96.	John Salmons	74
96.	Eric Gordon	74
96.	Dahntay Jones	74
96.	Kirk Hinrich	74
96.	Jonny Flynn	74
96.	Rodney Stuckey	74
112.	Hidayet Turkoglu	73
112.	Mike Conley	73
112.	Joakim Noah	73
112.	Elton Brand	73
112.	Derrick Favors	73
112.	Wesley Johnson	73
112.	Matt Barnes	73
112.	Jason Richardson	73
112.	Michael Redd	73
112.	Tracy McGrady	73
112.	Shannon Brown	73
112.	Louis Williams	73
112.	Raymond Felton	73
125.	Kendrick Perkins	72
125.	Troy Murphy	72
125.	Andray Blatche	72
125.	Marreese Speights	72
125.	Patrick Patterson	72
125.	Mickael Pietrus	72
125.	Danilo Gallinari	72
125.	Mike Miller	72
125.	Mike Bibby	72
125.	Luke Ridnour	72
125.	TJ Ford	72
136.	Brendan Haywood	71
136.	Roy Hibbert	71
136.	Tyrus Thomas	71
136.	Jason Thompson	71
136.	Luc Mbah a Moute	71
136.	Jason Maxiell	71
136.	Charlie Villanueva	71
136.	Udonis Haslem	71
136.	Thaddeus Young	71
136.	Brandon Bass	71
136.	Paul George	71
136.	Josh Howard	71
136.	Jared Dudley	71
136.	JR Smith	71
136.	Kelenna Azubuike	71
136.	Delonte West	71
136.	Will Bynum	71
153.	DeMarcus Cousins	70
153.	Samuel Dalembert	70
153.	Zydrunas Ilgauskas	70
153.	Anthony Randolph	70
153.	Boris Diaw	70
153.	Quentin Richardson	70
153.	Chase Budinger	70
153.	Damion James	70
153.	James Posey	70
153.	Corey Brewer	70
153.	Raja Bell	70
153.	Anthony Parker	70
153.	Randy Foye	70
153.	Jason Williams	70
153.	Jrue Holiday	70
153.	Toney Douglas	70
169.	Marcin Gortat	69
169.	Andris Biedrins	69
169.	Taj Gibson	69
169.	DeJuan Blair	69
169.	Jordan Hill	69
169.	Martell Webster	69
169.	Travis Outlaw	69
169.	Nicolas Batum	69
169.	Marcus Thornton	69
